313
term		tfidf
76		0.0390884421481
103		0.0240838434122
131		0.0220683585569
199		0.0220683585569
230		0.0541264504544
324		0.0249577633044
353		0.031492097496
365		0.0551708963922
396		0.0493414422007
438		0.0179959712914
475		0.0161647804658
478		0.0161647804658
482		0.0471186915748
485		0.0411225437702
499		0.027847168052
534		0.0319195553175
574		0.0231265724788
575		0.0179959712914
610		0.0161647804658
624		0.0441367171137
692		0.013923584026
724		0.0411225437702
747		0.104535409523
793		0.046152201969
895		0.0522677047614
930		0.0195442210741
1139		0.0633202623484
1185		0.041770752078
1187		0.0300883644918
1326		0.0290301505699
1346		0.0411225437702
1407		0.0541264504544
1436		0.0240838434122
1439		0.0499155266089
1442		0.0601767289836
1504		0.013923584026
1506		0.0375401923655
1520		0.0319195553175
1562		0.0271989597442
1600		0.0179959712914
1611		0.0481676868243
1632		0.020885376039
1656		0.0386698923031
1666		0.0195442210741
1710		0.0195442210741
1737		0.0507194549788
1766		0.0453059127484
1855		0.0354178581747
1889		0.0669356102001
1901		0.0295731878349
1926		0.027847168052
2003		0.0522677047614
2008		0.0319195553175
2022		0.0344900843045
2058		0.0257616916744
2081		0.0481676868243
2100		0.0357090015398
2131		0.0382331390226
2145		0.0522677047614
2219		0.031492097496
2225		0.0400643298483
2232		0.027847168052
2235		0.0375401923655
2253		0.020885376039
2324		0.0323295609315
2339		0.013923584026
2348		0.0323295609315
2421		0.0257616916744
2468		0.0481676868243
2491		0.0305784003525
2532		0.00696179201301
2552		0.0633202623484
2642		0.0359919425829
2651		0.0633202623484
2679		0.0507194549788
2680		0.0338202532912
2704		0.0341607517572
2746		0.0179959712914
2818		0.0240838434122
2861		0.0331025378353
2904		0.0265060130871
2976		0.0354178581747
3050		0.0305784003525
3053		0.0319195553175
3078		0.0323295609315
3148		0.0764662780453
3237		0.0161647804658
3284		0.0354178581747
3326		0.0220683585569
3344		0.0507194549788
3405		0.0110341792784
3419		0.0300883644918
3441		0.0481676868243
3510		0.0265060130871
3513		0.034808960065
3580		0.0310456354252
3618		0.0161647804658
