60
term		tfidf
70		0.106431407251
128		0.095918933734
1077		0.0872362118177
1704		0.0723724549837
1782		0.0485755046052
1995		0.131492695704
2082		0.301714370487
2219		0.094634414008
2225		0.120394152161
2416		0.0627609933902
2576		0.108983489416
2642		0.0540782714739
2783		0.157065549929
2833		0.0540782714739
2987		0.108983489416
3041		0.136145218799
3140		0.123574107209
3310		0.117461589138
3588		0.325302239505
3715		0.0485755046052
3890		0.0983347553604
3977		0.0971510092105
4067		0.152413026834
4155		0.122025990542
4913		0.0485755046052
5586		0.101630571042
5793		0.401188191519
5851		0.162651119753
5852		0.0888680501977
6114		0.108156542948
6132		0.0723724549837
6151		0.0749986026039
6238		0.0904161668653
7029		0.178068684014
7116		0.0418406622601
7248		0.240788304323
7308		0.163466889898
7330		0.0918887349129
7382		0.0663158806876
7396		0.0209203311301
7855		0.0209203311301
7858		0.0723724549837
7889		0.0872362118177
8376		0.0540782714739
8614		0.189268828016
8775		0.058730794569
8903		0.058730794569
9241		0.0
9573		0.107306299174
9820		0.10460165565
10423		0.0855110761208
10493		0.113519255468
10522		0.110572364574
10887		0.0485755046052
11004		0.101630571042
11144		0.0836813245202
11716		0.0774144242303
11892		0.0540782714739
12081		0.108983489416
12083		0.191837867468
