166
term		tfidf
29		0.0947583858527
118		0.141611051213
333		0.0438932598235
528		0.0212002223286
550		0.0777160365403
575		0.0236018418689
655		0.043414209258
800		0.166089931445
883		0.14778084732
1002		0.028942806172
1039		0.0380732449549
1133		0.289114738643
1149		0.028942806172
1177		0.0182608775658
1384		0.0236018418689
1387		0.0951291900944
1423		0.0685494593568
1567		0.059419020574
1793		0.07389042366
1887		0.0413021055204
1962		0.0452339861304
1969		0.0303306611115
2009		0.246013852462
2053		0.0273913163487
2061		0.0438932598235
2132		0.0273913163487
2159		0.028942806172
2235		0.0984684482532
2309		0.0429170770992
2416		0.0273913163487
2424		0.043414209258
2532		0.00913043878289
2545		0.0512647645154
2606		0.0665189189681
2640		0.0303306611115
2643		0.0837254388694
2794		0.0472036837378
2809		0.0472036837378
3127		0.0555812068152
3184		0.0709872172977
3523		0.0373203292494
3618		0.0424004446573
3637		0.0365217551316
3777		0.111960987748
3917		0.0356716254147
3952		0.0418627194347
3985		0.0303306611115
4116		0.0424004446573
4457		0.0525446480409
4539		0.12634451447
4649		0.0315861286176
4675		0.0921874396263
4746		0.0730435102631
4813		0.0212002223286
4872		0.0273913163487
4879		0.276562318879
4882		0.028942806172
4943		0.014471403086
4958		0.07389042366
4959		0.114219734865
4981		0.0347628210406
5186		0.0709872172977
5239		0.0777160365403
5248		0.0315861286176
5289		0.0356716254147
5308		0.0407165674005
5383		0.0464507680323
5546		0.0303306611115
5638		0.014471403086
5740		0.00913043878289
5951		0.0380732449549
6014		0.0182608775658
6089		0.196393683911
6096		0.014471403086
6157		0.0401037853437
6333		0.0273913163487
6381		0.0971830773546
6423		0.0921874396263
6448		0.395610699482
6631		0.0464507680323
6669		0.0777160365403
6695		0.109565265395
6709		0.014471403086
6721		0.0424004446573
6796		0.0256323822577
6797		0.0387854421157
6861		0.0424004446573
7005		0.0777160365403
7111		0.0303306611115
7116		0.182608775658
7119		0.07389042366
7176		0.0337866383163
7182		0.0
7288		0.0365217551316
7290		0.107014876244
7302		0.0573884801852
7303		0.0418627194347
7337		0.0256323822577
7382		0.028942806172
7396		0.0273913163487
7398		0.0605289347896
7405		0.0830449657227
7407		0.0407165674005
7461		0.0236018418689
7516		0.0830449657227
7539		0.0685494593568
7636		0.0525446480409
7751		0.0685494593568
7885		0.0365217551316
8000		0.0182608775658
8108		0.0708055256067
8287		0.0303306611115
8723		0.0273913163487
8792		0.028942806172
8830		0.0837254388694
8891		0.0327322806518
8930		0.0182608775658
9000		0.0507158334744
9018		0.0373203292494
9242		0.0
9245		0.0182608775658
9376		0.0337866383163
9441		0.0921874396263
9558		0.0212002223286
9606		0.0777160365403
9674		0.0848008893146
9676		0.0685494593568
9680		0.064711645598
9726		0.0709872172977
9763		0.0273913163487
9893		0.0492342241266
9899		0.0424004446573
9913		0.104095031764
10059		0.064711645598
10108		0.0212002223286
10110		0.0482580414023
10173		0.0256323822577
10210		0.0
10217		0.028942806172
10315		0.0777160365403
10318		0.0303306611115
10424		0.0709872172977
10489		0.0212002223286
10671		0.0984684482532
10787		0.0212002223286
10913		0.00913043878289
10956		0.014471403086
10964		0.0685494593568
10971		0.0413021055204
10987		0.0429170770992
11016		0.0539325029804
11062		0.116356326347
11111		0.0675732766325
11247		0.0573884801852
11299		0.0605289347896
11371		0.0273913163487
11509		0.0365217551316
11688		0.0373203292494
11835		0.0868284185161
11875		0.00913043878289
11942		0.0356716254147
11978		0.0547826326973
12035		0.028942806172
12063		0.0303306611115
12090		0.111960987748
12127		0.0365217551316
