107
term		tfidf
192		0.0540496342288
199		0.0419167815134
205		0.0726202690088
234		0.102544989216
288		0.107012731457
364		0.0396698169461
417		0.0598162915804
420		0.0703733044416
624		0.0419167815134
692		0.0264465446308
899		0.137772040936
904		0.0831135851517
948		0.131780279432
952		0.0209583907567
1095		0.0992776130153
1415		0.0667033971064
1440		0.133511613979
1462		0.205616252966
1528		0.120270911649
1712		0.156216845766
1715		0.0963368574671
1782		0.0307034874954
1963		0.176904835995
2142		0.0540496342288
2151		0.127137926502
2232		0.0264465446308
2299		0.0713040816924
2359		0.077129893043
2435		0.0781084228829
2446		0.0878535196216
2507		0.0419167815134
2704		0.0648851505675
2728		0.142214806162
2748		0.0661163615769
3139		0.0667033971064
3236		0.0341816630721
3363		0.0914900126993
3395		0.133511613979
3557		0.0474049353875
3776		0.0419167815134
3977		0.0307034874954
4055		0.289010572401
4175		0.058080809377
4640		0.0371224186203
5289		0.0516618782521
5338		0.0793396338923
5535		0.058080809377
5875		0.0598162915804
5993		0.0209583907567
6096		0.0209583907567
6143		0.0341816630721
6148		0.0307034874954
6161		0.093719451175
6284		0.0876617878631
6345		0.0209583907567
6724		0.0396698169461
6965		0.205616252966
7124		0.0528930892615
7178		0.162148902687
7182		0.0
7290		0.0516618782521
7730		0.0551400538288
7764		0.0371224186203
7855		0.0264465446308
7952		0.262042747664
8066		0.184220924973
8153		0.0209583907567
8176		0.0894975444072
8229		0.0419167815134
8304		0.058080809377
8623		0.0878535196216
8779		0.0894975444072
8834		0.0698903128363
8844		0.0661163615769
8888		0.058080809377
8925		0.0804961788596
8935		0.112553223222
9176		0.0264465446308
9242		0.0
9366		0.0860543406999
9373		0.0457450063497
9521		0.0561715022863
9539		0.0516618782521
9882		0.0396698169461
10109		0.107012731457
10210		0.0
10350		0.0341816630721
10530		0.174242428131
10601		0.0678259061157
10708		0.0516618782521
10715		0.0614069749908
10735		0.136726652288
10840		0.0683633261442
10859		0.0439267598108
10868		0.0804961788596
10875		0.0793396338923
10887		0.0921104624863
11056		0.120270911649
11144		0.0264465446308
11176		0.0341816630721
11186		0.0540496342288
11414		0.0793396338923
11481		0.0606282077028
11672		0.32103819437
11678		0.133511613979
12160		0.0396698169461
12161		0.0818497357265
