217
term		tfidf
14		0.0625234153915
15		0.0488367344805
84		0.030812548851
102		0.030812548851
118		0.053099522221
149		0.041083398468
208		0.0238481742841
220		0.0635747571999
260		0.170595119505
301		0.0470914603445
317		0.0401270857776
365		0.0488367344805
371		0.0451128317195
417		0.0464608245838
420		0.0546607231351
451		0.110461832182
478		0.0238481742841
503		0.0839634323151
506		0.0470914603445
624		0.032557822987
655		0.0162789114935
657		0.103701842977
821		0.0748272705893
836		0.093417455028
866		0.0238481742841
1041		0.0656545309535
1044		0.073641221455
1093		0.0682380478021
1177		0.041083398468
1321		0.0874229314839
1332		0.0368206107275
1384		0.053099522221
1387		0.0535055121051
1439		0.0368206107275
1504		0.020541699234
1510		0.0458021515323
1554		0.0710626038306
1666		0.028833920226
1874		0.030812548851
1885		0.0887797470361
1969		0.0341190239011
2009		0.032557822987
2019		0.0570503467798
2039		0.0748272705893
2047		0.020541699234
2192		0.030812548851
2218		0.04937561946
2264		0.0401270857776
2339		0.030812548851
2416		0.030812548851
2430		0.032557822987
2532		0.020541699234
2609		0.0265497611105
2631		0.0380066598618
2635		0.039104769843
2642		0.0265497611105
2662		0.103701842977
2781		0.0771114297048
2794		0.0265497611105
2798		0.0526820945101
3150		0.0570503467798
3315		0.0401270857776
3334		0.0585483590958
3362		0.0976734689609
3417		0.0557323492776
3502		0.0606687850116
3637		0.061625097702
3679		0.0470914603445
3746		0.0518102134088
3777		0.0419817161575
3805		0.0798536686933
3977		0.0476963485681
4109		0.0542855713553
4138		0.0488367344805
4213		0.0625234153915
4356		0.0498955922432
4523		0.129112841945
4649		0.0355313019153
4679		0.0625234153915
4872		0.030812548851
4878		0.0798536686933
4882		0.0162789114935
4937		0.240762514665
5086		0.030812548851
5163		0.0488367344805
5250		0.053099522221
5275		0.030812548851
5364		0.0162789114935
5394		0.0680891249023
5410		0.0929216491677
5411		0.0802541715551
5586		0.0498955922432
5638		0.0162789114935
5666		0.0668405800878
5705		0.04937561946
5740		0.020541699234
5783		0.028833920226
5879		0.073641221455
6007		0.0668405800878
6014		0.020541699234
6070		0.0535055121051
6193		0.020541699234
6212		0.0380066598618
6220		0.131309061907
6372		0.0368206107275
6418		0.042828672604
6492		0.0518102134088
6560		0.041083398468
6589		0.0476963485681
6665		0.0557323492776
6706		0.04937561946
6709		0.0162789114935
6746		0.0265497611105
6796		0.028833920226
6840		0.169217991813
6954		0.0695150033799
7053		0.373669820112
7099		0.032557822987
7116		0.041083398468
7153		0.0380066598618
7178		0.0419817161575
7308		0.0401270857776
7337		0.028833920226
7355		0.0503979353946
7377		0.0710626038306
7395		0.0162789114935
7396		0.030812548851
7398		0.0680891249023
7459		0.032557822987
7495		0.065115645974
7511		0.0380066598618
7563		0.053099522221
7600		0.0727942650085
7628		0.0625234153915
7676		0.0680891249023
7677		0.22194936759
7757		0.0380066598618
7764		0.028833920226
7847		0.0476963485681
7855		0.030812548851
7889		0.042828672604
7993		0.0238481742841
8066		0.0238481742841
8108		0.106199044442
8117		0.103701842977
8226		0.0
8229		0.032557822987
8254		0.032557822987
8349		0.061625097702
8458		0.0238481742841
8473		0.0419817161575
8491		0.103701842977
8504		0.0401270857776
8654		0.057667840452
8686		0.0760133197236
8723		0.030812548851
8727		0.103701842977
8737		0.028833920226
8765		0.0419817161575
8792		0.032557822987
8889		0.053099522221
9012		0.10270849617
9015		0.0464608245838
9063		0.039104769843
9170		0.0238481742841
9232		0.0798536686933
9241		0.0
9242		0.0
9262		0.09875123892
9348		0.0341190239011
9437		0.0682380478021
9569		0.0518102134088
9597		0.103701842977
9674		0.0715445228522
9693		0.0464608245838
9723		0.0591075840975
9816		0.04937561946
9819		0.0874229314839
9899		0.0238481742841
9918		0.0553836813365
10034		0.041083398468
10052		0.0606687850116
10173		0.028833920226
10210		0.0
10310		0.0265497611105
10318		0.0341190239011
10350		0.0265497611105
10468		0.0355313019153
10545		0.028833920226
10678		0.0498955922432
10735		0.053099522221
10786		0.0341190239011
10787		0.0476963485681
10814		0.032557822987
10859		0.0341190239011
10913		0.020541699234
10926		0.042828672604
10944		0.0162789114935
10956		0.0162789114935
10971		0.0464608245838
11192		0.0585483590958
11371		0.020541699234
11509		0.041083398468
11698		0.028833920226
11798		0.0162789114935
11799		0.0238481742841
11822		0.039104769843
11827		0.0436298246745
11875		0.010270849617
11927		0.0265497611105
11968		0.0953926971363
12033		0.0355313019153
12044		0.041083398468
12063		0.0341190239011
12122		0.0
12127		0.246500390808
12128		0.184875293106
