460
term		tfidf
23		0.0270532432247
27		0.0469279904094
50		0.0373151455407
56		0.0574427353624
187		0.308745750708
188		0.196690080404
208		0.0128015255847
256		0.100291613635
257		0.0469279904094
271		0.0293414765155
356		0.039075429206
364		0.0165399509308
365		0.00873840066301
399		0.0299167175934
424		0.0501458068176
435		0.0352428721689
558		0.0165399509308
660		0.0225354782752
759		0.0501458068176
767		0.0265044715059
826		0.0373151455407
833		0.0238281595386
866		0.0384045767542
874		0.0256030511695
920		0.179397673361
930		0.015477837552
933		0.0282793631368
972		0.039075429206
1020		0.0501458068176
1105		0.039075429206
1107		0.0469279904094
1164		0.0892358706703
1167		0.0413928516491
1277		0.0501458068176
1313		0.0501458068176
1332		0.0197650346169
1384		0.0142517176399
1425		0.039075429206
1429		0.0249398309285
1498		0.0265044715059
1508		0.0501458068176
1521		0.015477837552
1542		0.0285034352799
1562		0.0215399262478
1644		0.0501458068176
1670		0.0197650346169
1672		0.0582801955662
1710		0.015477837552
1714		0.0273140546251
1738		0.0309556751041
1798		0.0413928516491
1826		0.0880244295465
1829		0.0225354782752
1864		0.0430798524955
1874		0.0165399509308
1887		0.0249398309285
1897		0.0128015255847
1939		0.0110266339538
1969		0.21977811074
1985		0.0352428721689
1992		0.029729555192
2032		0.0446179353352
2033		0.0634570379319
2047		0.0220532679077
2058		0.0204016971201
2072		0.017476801326
2111		0.0335621122291
2119		0.0183148425617
2131		0.0302783269108
2151		0.0265044715059
2156		0.0501458068176
2218		0.0265044715059
2248		0.0335621122291
2284		0.0275665848846
2303		0.0419823090579
2339		0.0496198527923
2343		0.0505567031876
2426		0.0476563190772
2430		0.017476801326
2478		0.0358795346721
2517		0.0381458861471
2563		0.0183148425617
2576		0.0287213676812
2610		0.0238281595386
2621		0.0256030511695
2631		0.0204016971201
2640		0.0183148425617
2658		0.039075429206
2663		0.0306242090158
2666		0.015477837552
2713		0.020991154529
2721		0.0816067884804
2722		0.0128015255847
2746		0.0142517176399
2764		0.0249398309285
2771		0.0381458861471
2787		0.017476801326
2855		0.0574427353624
2861		0.00873840066301
2901		0.0215399262478
2906		0.0183148425617
2911		0.0365497443996
2925		0.0419823090579
2926		0.039075429206
2944		0.026783589094
2958		0.0428648654877
2981		0.0501458068176
2993		0.0278113437366
3011		0.040166731737
3027		0.0556226874731
3071		0.025915014097
3078		0.0128015255847
3089		0.0234201708766
3102		0.024216238215
3121		0.017476801326
3236		0.0427551529198
3252		0.0165399509308
3253		0.026215201989
3267		0.0204016971201
3268		0.0215399262478
3290		0.0524304039781
3297		0.020991154529
3299		0.0128015255847
3326		0.0349536026521
3328		0.025915014097
3342		0.0841463857564
3392		0.0446179353352
3396		0.0469279904094
3405		0.026215201989
3417		0.0299167175934
3428		0.0321585715396
3480		0.031728518966
3510		0.0419823090579
3533		0.220532679077
3543		0.024216238215
3545		0.0225354782752
3573		0.0249398309285
3593		0.0501458068176
3596		0.0501458068176
3618		0.0128015255847
3620		0.0501458068176
3625		0.049879661857
3626		0.039075429206
3637		0.0110266339538
3638		0.0309556751041
3649		0.0501458068176
3677		0.0128015255847
3681		0.0349536026521
3683		0.0352428721689
3705		0.0220532679077
3716		0.0661598037231
3721		0.0142517176399
3722		0.0469279904094
3739		0.039075429206
3761		0.0183148425617
3782		0.0381458861471
3824		0.0245862600505
3891		0.0501458068176
3909		0.0341264648247
4012		0.0256030511695
4052		0.0746302910815
4069		0.108212972899
4091		0.017476801326
4104		0.129239557487
4130		0.040166731737
4151		0.0215399262478
4171		0.0446179353352
4178		0.0501458068176
4235		0.0197650346169
4251		0.106017886024
4262		0.020991154529
4265		0.0441065358154
4358		0.0278113437366
4373		0.0128015255847
4393		0.026215201989
4428		0.0245862600505
4465		0.0321585715396
4494		0.0128015255847
4497		0.0330799018615
4519		0.0530089430118
4533		0.0501458068176
4557		0.0446179353352
4596		0.0165399509308
4617		0.0285034352799
4629		0.0501458068176
4700		0.078150858412
4715		0.0128015255847
4771		0.017476801326
4782		0.0273140546251
4846		0.0190729430735
4867		0.015477837552
4916		0.0428648654877
4939		0.0501458068176
4942		0.0413928516491
4962		0.0446179353352
4976		0.020991154529
5050		0.0282793631368
5053		0.0373151455407
5117		0.0501458068176
5121		0.0309556751041
5137		0.0469279904094
5163		0.00873840066301
5174		0.025915014097
5185		0.0190729430735
5192		0.0501458068176
5209		0.0291400977831
5216		0.0341264648247
5231		0.0245862600505
5243		0.040166731737
5281		0.0358795346721
5308		0.0245862600505
5311		0.0273140546251
5327		0.0256030511695
5345		0.0413928516491
5360		0.040166731737
5432		0.0413928516491
5433		0.0501458068176
5435		0.290594858581
5448		0.040166731737
5568		0.0335621122291
5638		0.00873840066301
5640		0.0428648654877
5740		0.00551331697692
5768		0.0501458068176
5787		0.0352428721689
5800		0.0358795346721
5936		0.0349536026521
5939		0.0204016971201
5948		0.0501458068176
5949		0.0501458068176
5954		0.0325665602016
5964		0.0287213676812
