77
term		tfidf
114		0.0913202557695
118		0.0604213071607
177		0.211468852125
199		0.0740943097376
382		0.1989550028
475		0.108546201801
575		0.0604213071607
617		0.123541796388
655		0.185235774344
1044		0.251386378358
1155		0.108546201801
1177		0.0467483045838
2009		0.0740943097376
2733		0.0808612814974
2771		0.161722562995
3023		0.0934966091676
3237		0.0542731009007
3299		0.0542731009007
3573		0.105734426063
3609		0.108546201801
3759		0.148188619475
3963		0.104235433789
4295		0.0955409789388
4715		0.0542731009007
4771		0.0370471548688
4882		0.0370471548688
4930		0.0837954594526
5163		0.0370471548688
5364		0.148188619475
5372		0.0656195414856
5740		0.0233741522919
5879		0.251386378358
5991		0.0604213071607
6120		0.172989283038
6148		0.0542731009007
6179		0.152114183004
6193		0.0467483045838
6722		0.144681901899
7111		0.0776472531926
7116		0.0934966091676
7182		0.0
7394		0.0701224568757
7395		0.111141464606
7511		0.0864946415188
7852		0.236002157669
8119		0.181729056768
8125		0.0467483045838
8561		0.105734426063
8676		0.0701224568757
8677		0.104235433789
8775		0.0656195414856
8844		0.0233741522919
9170		0.0542731009007
9241		0.0
9245		0.140244913751
9338		0.0837954594526
9373		0.0808612814974
9478		0.0370471548688
9553		0.119892642386
9571		0.0656195414856
9674		0.108546201801
9786		0.105734426063
10470		0.0701224568757
10545		0.0656195414856
10649		0.144681901899
10787		0.0542731009007
10944		0.0370471548688
10970		0.109868793811
11078		0.116870761459
11154		0.236002157669
11509		0.0467483045838
11688		0.0955409789388
12063		0.155294506385
12127		0.0467483045838
12128		0.140244913751
12131		0.0934966091676
12142		0.167590918905
